Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Sales_Tax,Total_Amount
FDC22,6.89,Regular,0.136705075,Snack Foods,194.882,OUT045,2002,Medium,Tier 2,Supermarket Type1,4440.886,222.04430000000002,4662.9303
FDT33,7.81,Regular,0.03412912,Snack Foods,165.1158,OUT018,2009,Medium,Tier 3,Supermarket Type2,1838.2738,91.91369,1930.18749
NCB43,20.2,Low Fat,0.100319317,Household,188.6898,OUT018,2009,Medium,Tier 3,Supermarket Type2,3367.6164,168.38082,3535.9972199999997
DRI25,12.857645184135976,Low Fat,0.033737273,Soft Drinks,56.6614,OUT027,1985,Medium,Tier 3,Supermarket Type3,607.8754,30.393770000000004,638.26917
FDD21,10.3,Regular,0.030569229,Fruits and Vegetables,113.1176,OUT046,1997,Small,Tier 1,Supermarket Type1,4695.2216,234.76108,4929.98268
FDS23,4.635,Low Fat,0.14086247,Breads,126.4994,OUT035,2004,Small,Tier 2,Supermarket Type1,1670.4922,83.52461,1754.0168099999999
FDS13,6.465,Low Fat,0.208397715,Canned,265.2884,OUT010,1998,Medium,Tier 3,Grocery Store,264.9884,13.24942,278.23782
DRI03,12.857645184135976,Low Fat,0.039751236,Dairy,176.9028,OUT019,1985,Small,Tier 1,Grocery Store,708.4112,35.42056,743.83176
FDU58,6.61,Regular,0.06613202877895108,Snack Foods,186.4898,OUT045,2002,Medium,Tier 2,Supermarket Type1,2993.4368,149.67184,3143.10864
FDL09,12.857645184135976,Regular,0.127416049,Snack Foods,167.4816,OUT027,1985,Medium,Tier 3,Supermarket Type3,1006.6896,50.334480000000006,1057.0240800000001
FDS12,9.1,Low Fat,0.291438755,Baking Goods,126.8362,OUT010,1998,Medium,Tier 3,Grocery Store,125.8362,6.291810000000001,132.12801000000002
FDP03,5.15,Regular,0.06112617,Meat,122.5388,OUT013,1987,High,Tier 3,Supermarket Type1,371.5164,18.57582,390.09222
FDI21,12.857645184135976,Regular,0.056328717,Snack Foods,63.9168,OUT027,1985,Medium,Tier 3,Supermarket Type3,1597.92,79.89600000000002,1677.816
FDW45,18.0,Low Fat,0.03901099,Snack Foods,147.7418,OUT046,1997,Small,Tier 1,Supermarket Type1,4119.9704,205.99852,4325.96892
NCA18,10.1,Low Fat,0.093862362,Household,115.9492,OUT010,1998,Medium,Tier 3,Grocery Store,231.6984,11.58492,243.28332
FDN32,12.857645184135976,Low Fat,0.015485016,Fruits and Vegetables,185.6266,OUT027,1985,Medium,Tier 3,Supermarket Type3,4979.5182,248.97591000000003,5228.494110000001
FDR15,12.857645184135976,Regular,0.033276066,Meat,153.8314,OUT027,1985,Medium,Tier 3,Supermarket Type3,3723.1536,186.15768000000003,3909.31128
DRK11,8.21,Low Fat,0.010781158,Hard Drinks,149.9392,OUT049,1999,Medium,Tier 1,Supermarket Type1,1938.8096,96.94048000000001,2035.75008
DRG49,7.81,Low Fat,0.067730081,Soft Drinks,242.6486,OUT018,2009,Medium,Tier 3,Supermarket Type2,2199.1374,109.95687000000001,2309.09427
FDD29,12.15,Low Fat,0.018410515,Frozen Foods,252.1698,OUT046,1997,Small,Tier 1,Supermarket Type1,2283.0282,114.15141000000001,2397.17961
FDE33,19.35,Regular,0.083079826,Fruits and Vegetables,80.3644,OUT010,1998,Medium,Tier 3,Grocery Store,157.1288,7.856440000000001,164.98524
FDJ58,15.6,Regular,0.176244038,Snack Foods,173.6764,OUT010,1998,Medium,Tier 3,Grocery Store,515.3292,25.766460000000002,541.0956600000001
FDM46,7.365,Low Fat,0.160216552,Snack Foods,93.512,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.816,83.89080000000001,1761.7068
FDD23,9.5,Regular,0.048676324,Starchy Foods,187.7898,OUT035,2004,Small,Tier 2,Supermarket Type1,2057.9878,102.89939,2160.88719
DRM35,12.857645184135976,Low Fat,0.070103425,Hard Drinks,179.4344,OUT027,1985,Medium,Tier 3,Supermarket Type3,5888.3352,294.41676,6182.7519600000005
DRC25,5.73,Low Fat,0.045556681,Soft Drinks,85.3882,OUT018,2009,Medium,Tier 3,Supermarket Type2,1288.323,64.41615,1352.73915
FDL36,15.1,Low Fat,0.076193763,Baking Goods,89.783,OUT049,1999,Medium,Tier 1,Supermarket Type1,2247.075,112.35374999999999,2359.42875
FDD41,6.765,Regular,0.087187488,Frozen Foods,105.5306,OUT013,1987,High,Tier 3,Supermarket Type1,1567.959,78.39795000000001,1646.35695
FDV19,14.85,Regular,0.035311852,Fruits and Vegetables,160.9578,OUT049,1999,Medium,Tier 1,Supermarket Type1,4813.734,240.68670000000003,5054.420700000001
FDR44,6.11,Regular,0.103080901,Fruits and Vegetables,131.2968,OUT049,1999,Medium,Tier 1,Supermarket Type1,1957.452,97.8726,2055.3246
FDX50,20.1,Low Fat,0.075049323,Dairy,110.4228,OUT017,2007,Medium,Tier 2,Supermarket Type1,1105.228,55.26140000000001,1160.4894000000002
DRC25,5.73,Low Fat,0.045463871,Soft Drinks,85.2882,OUT045,2002,Medium,Tier 2,Supermarket Type1,2061.3168,103.06584000000001,2164.3826400000003
FDA15,12.857645184135976,Low Fat,0.015944801,Dairy,249.5092,OUT027,1985,Medium,Tier 3,Supermarket Type3,6474.2392,323.71196000000003,6797.95116
FDX22,6.785,Regular,0.022974812,Snack Foods,208.7928,OUT046,1997,Small,Tier 1,Supermarket Type1,5890.9984,294.54992000000004,6185.548320000001
FDJ50,8.645,Low Fat,0.021629781,Canned,51.9982,OUT045,2002,Medium,Tier 2,Supermarket Type1,999.3658,49.96829,1049.33409
FDT13,12.857645184135976,Low Fat,0.032516546,Canned,188.8214,OUT019,1985,Small,Tier 1,Grocery Store,753.6856,37.68428,791.36988
FDN12,15.6,Low Fat,0.081036436,Baking Goods,112.3544,OUT013,1987,High,Tier 3,Supermarket Type1,2572.6512,128.63255999999998,2701.28376
FDD58,7.76,Low Fat,0.059472609,Snack Foods,98.77,OUT045,2002,Medium,Tier 2,Supermarket Type1,1298.31,64.9155,1363.2255
FDM04,9.195,Regular,0.047081398,Frozen Foods,51.1666,OUT013,1987,High,Tier 3,Supermarket Type1,1179.1318,58.956590000000006,1238.0883900000001
FDA23,9.8,Low Fat,0.047260402,Baking Goods,102.8016,OUT049,1999,Medium,Tier 1,Supermarket Type1,1922.8304,96.14152000000001,2018.97192
FDW28,18.25,Low Fat,0.148673586,Frozen Foods,197.2452,OUT010,1998,Medium,Tier 3,Grocery Store,195.7452,9.787260000000002,205.53246000000001
FDA45,21.25,Low Fat,0.156012631,Snack Foods,177.337,OUT018,2009,Medium,Tier 3,Supermarket Type2,2822.992,141.14960000000002,2964.1416000000004
NCO26,7.235,Low Fat,0.077011493,Household,117.3492,OUT045,2002,Medium,Tier 2,Supermarket Type1,1506.0396,75.30198,1581.34158
FDV26,20.25,Regular,0.07614605,Dairy,197.0794,OUT035,2004,Small,Tier 2,Supermarket Type1,4681.9056,234.09528,4916.00088
FDC50,12.857645184135976,Low Fat,0.135836915,Canned,93.8094,OUT027,1985,Medium,Tier 3,Supermarket Type3,3237.1196,161.85598000000002,3398.97558
NCV05,12.857645184135976,Low Fat,0.030062224,Health and Hygiene,154.3656,OUT027,1985,Medium,Tier 3,Supermarket Type3,2471.4496,123.57248,2595.0220799999997
FDW48,18.0,Low Fat,0.008575615,Baking Goods,80.2618,OUT018,2009,Medium,Tier 3,Supermarket Type2,644.4944,32.224720000000005,676.7191200000001
FDS55,7.02,Low Fat,0.081096635,Fruits and Vegetables,148.4734,OUT013,1987,High,Tier 3,Supermarket Type1,3563.3616,178.16808000000003,3741.52968
FDX32,15.1,Regular,0.100060762,Fruits and Vegetables,144.0786,OUT045,2002,Medium,Tier 2,Supermarket Type1,2600.6148,130.03074,2730.64554
FDC53,8.68,Low Fat,0.008834023,Frozen Foods,100.0384,OUT035,2004,Small,Tier 2,Supermarket Type1,2266.3832,113.31916000000001,2379.70236
FDG35,21.2,Regular,0.007069662,Starchy Foods,175.7738,OUT018,2009,Medium,Tier 3,Supermarket Type2,1911.5118,95.57559,2007.08739
NCC30,16.6,Low Fat,0.046161923,Household,176.6344,OUT010,1998,Medium,Tier 3,Grocery Store,356.8688,17.84344,374.71224
NCZ17,12.15,Low Fat,0.079592733,Health and Hygiene,37.3506,OUT045,2002,Medium,Tier 2,Supermarket Type1,645.1602,32.258010000000006,677.41821
FDZ56,16.25,Low Fat,0.025776994,Fruits and Vegetables,169.9474,OUT049,1999,Medium,Tier 1,Supermarket Type1,2863.6058,143.18028999999999,3006.7860899999996
NCS05,11.5,Low Fat,0.020960615,Health and Hygiene,133.2942,OUT013,1987,High,Tier 3,Supermarket Type1,2649.884,132.4942,2782.3782
DRC25,12.857645184135976,Low Fat,0.06613202877895108,Soft Drinks,87.3882,OUT027,1985,Medium,Tier 3,Supermarket Type3,1374.2112,68.71056,1442.92176
FDW59,13.15,Low Fat,0.020715913,Breads,83.5566,OUT046,1997,Small,Tier 1,Supermarket Type1,1268.349,63.41745,1331.7664499999998
FDB36,5.465,Regular,0.048801674,Baking Goods,132.1626,OUT017,2007,Medium,Tier 2,Supermarket Type1,1573.9512,78.69756000000001,1652.64876
FDT37,14.15,Low Fat,0.06613202877895108,Canned,253.7014,OUT045,2002,Medium,Tier 2,Supermarket Type1,5865.0322,293.25160999999997,6158.28381
FDG47,12.8,Low Fat,0.069605676,Starchy Foods,261.9252,OUT035,2004,Small,Tier 2,Supermarket Type1,4984.1788,249.20893999999998,5233.38774
FDM45,8.655,Regular,0.088373591,Snack Foods,119.3756,OUT045,2002,Medium,Tier 2,Supermarket Type1,1454.1072,72.70536,1526.8125599999998
FDQ40,12.857645184135976,Regular,0.035853059,Frozen Foods,176.8712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952,184.55976,3875.75496
FDF34,9.3,Regular,0.01404119,Snack Foods,199.1084,OUT049,1999,Medium,Tier 1,Supermarket Type1,396.8168,19.84084,416.65764
FDP24,20.6,Low Fat,0.083473583,Baking Goods,120.8756,OUT017,2007,Medium,Tier 2,Supermarket Type1,1211.756,60.58780000000001,1272.3438
FDT55,12.857645184135976,Regular,0.076434542,Fruits and Vegetables,155.8946,OUT019,1985,Small,Tier 1,Grocery Store,473.3838,23.66919,497.05299
FDH60,19.7,Regular,0.08073703,Baking Goods,197.011,OUT046,1997,Small,Tier 1,Supermarket Type1,3338.987,166.94935,3505.93635
FDF57,14.5,Regular,0.06613202877895108,Fruits and Vegetables,169.6448,OUT035,2004,Small,Tier 2,Supermarket Type1,2045.3376,102.26688000000001,2147.60448
NCX29,10.0,Low Fat,0.089152528,Health and Hygiene,147.7102,OUT046,1997,Small,Tier 1,Supermarket Type1,437.4306,21.871530000000003,459.30213000000003
FDD34,7.945,Low Fat,0.015863075,Snack Foods,161.821,OUT013,1987,High,Tier 3,Supermarket Type1,2446.815,122.34075000000001,2569.15575
FDQ15,20.35,Regular,0.151308326,Meat,81.7276,OUT049,1999,Medium,Tier 1,Supermarket Type1,2030.69,101.53450000000001,2132.2245000000003
FDL12,15.85,Regular,0.121609722,Baking Goods,60.222,OUT035,2004,Small,Tier 2,Supermarket Type1,539.298,26.9649,566.2629
FDS22,16.85,Regular,0.023135131,Snack Foods,44.8428,OUT013,1987,High,Tier 3,Supermarket Type1,703.0848,35.15424,738.2390399999999
NCM29,11.5,Low Fat,0.017714096,Health and Hygiene,132.9626,OUT018,2009,Medium,Tier 3,Supermarket Type2,1442.7886,72.13943,1514.92803
FDO24,11.1,Low Fat,0.06613202877895108,Baking Goods,156.4604,OUT049,1999,Medium,Tier 1,Supermarket Type1,2376.906,118.84530000000001,2495.7513
NCJ43,6.635,Low Fat,0.027069402,Household,174.9396,OUT046,1997,Small,Tier 1,Supermarket Type1,1744.396,87.2198,1831.6158
FDA37,7.81,Regular,0.055226755,Canned,123.1046,OUT046,1997,Small,Tier 1,Supermarket Type1,871.5322,43.57661,915.10881
NCM07,9.395,Low Fat,0.040124625,Others,85.1908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1342.2528,67.11264,1409.36544
FDT49,7.0,Low Fat,0.151376958,Canned,108.228,OUT035,2004,Small,Tier 2,Supermarket Type1,1171.808,58.5904,1230.3984
FDP23,6.71,Low Fat,0.03558013,Breads,217.5166,OUT035,2004,Small,Tier 2,Supermarket Type1,4572.0486,228.60243000000003,4800.65103
DRF51,15.75,Low Fat,0.166513779,Dairy,38.0506,OUT018,2009,Medium,Tier 3,Supermarket Type2,265.6542,13.282710000000002,278.93691
NCZ41,19.85,Low Fat,0.06478563,Health and Hygiene,123.7704,OUT017,2007,Medium,Tier 2,Supermarket Type1,2503.408,125.1704,2628.5784
DRJ11,9.5,Low Fat,0.085223447,Hard Drinks,189.2872,OUT049,1999,Medium,Tier 1,Supermarket Type1,6050.7904,302.53952,6353.32992
FDP37,15.6,Low Fat,0.143915417,Breakfast,127.5994,OUT017,2007,Medium,Tier 2,Supermarket Type1,2441.4886,122.07443,2563.5630300000003
FDT60,12.857645184135976,Low Fat,0.132275338,Baking Goods,123.8388,OUT019,1985,Small,Tier 1,Grocery Store,123.8388,6.191940000000001,130.03074
FDA09,13.35,Regular,0.149338159,Snack Foods,178.666,OUT035,2004,Small,Tier 2,Supermarket Type1,1797.66,89.88300000000001,1887.5430000000001
FDJ46,11.1,Low Fat,0.044823438,Snack Foods,174.2054,OUT046,1997,Small,Tier 1,Supermarket Type1,1926.1594,96.30797000000001,2022.46737
FDO48,15.0,Regular,0.02681843,Baking Goods,219.7456,OUT013,1987,High,Tier 3,Supermarket Type1,3094.6384,154.73192,3249.37032
FDS59,14.8,Regular,0.04407225,Breads,109.057,OUT018,2009,Medium,Tier 3,Supermarket Type2,1428.141,71.40705000000001,1499.54805
FDH44,19.1,Regular,0.025872153,Fruits and Vegetables,145.7418,OUT046,1997,Small,Tier 1,Supermarket Type1,882.8508,44.142540000000004,926.9933400000001
NCM05,6.825,Low Fat,0.059835659,Health and Hygiene,264.3226,OUT035,2004,Small,Tier 2,Supermarket Type1,4229.1616,211.45808000000002,4440.619680000001
NCU06,12.857645184135976,Low Fat,0.13027716,Household,228.001,OUT019,1985,Small,Tier 1,Grocery Store,1148.505,57.425250000000005,1205.9302500000001
FDV13,17.35,Regular,0.027653795,Canned,88.0856,OUT049,1999,Medium,Tier 1,Supermarket Type1,1318.284,65.91420000000001,1384.1982
FDA23,9.8,Low Fat,0.04714777,Baking Goods,102.4016,OUT013,1987,High,Tier 3,Supermarket Type1,1720.4272,86.02136000000002,1806.44856
FDJ60,19.35,Regular,0.062882112,Baking Goods,164.1184,OUT017,2007,Medium,Tier 2,Supermarket Type1,2807.0128,140.35064,2947.36344
FDN13,18.6,Low Fat,0.152294691,Breakfast,98.9358,OUT049,1999,Medium,Tier 1,Supermarket Type1,1508.037,75.40185000000001,1583.43885
DRF49,7.27,Low Fat,0.071064499,Soft Drinks,114.4518,OUT035,2004,Small,Tier 2,Supermarket Type1,1366.2216,68.31108,1434.53268
FDK20,12.6,Regular,0.041726942,Fruits and Vegetables,122.0072,OUT018,2009,Medium,Tier 3,Supermarket Type2,1470.0864,73.50431999999999,1543.59072
FDB27,12.857645184135976,Low Fat,0.055121892,Dairy,196.7768,OUT027,1985,Medium,Tier 3,Supermarket Type3,5912.304,295.6152,6207.9192
NCS18,12.65,Low Fat,0.042211119,Household,108.6938,OUT046,1997,Small,Tier 1,Supermarket Type1,1393.5194,69.67596999999999,1463.19537
FDZ49,12.857645184135976,Regular,0.132500853,Canned,220.3798,OUT027,1985,Medium,Tier 3,Supermarket Type3,5289.1152,264.45576,5553.57096
FDN32,17.5,Low Fat,0.015557426,Fruits and Vegetables,184.7266,OUT035,2004,Small,Tier 2,Supermarket Type1,2213.1192,110.65596000000001,2323.77516
FDO37,8.06,Low Fat,0.021409913,Breakfast,229.7326,OUT049,1999,Medium,Tier 1,Supermarket Type1,6930.978,346.5489,7277.5269
NCD31,12.1,Low Fat,0.015497337,Household,165.5526,OUT018,2009,Medium,Tier 3,Supermarket Type2,3453.5046,172.67523000000003,3626.17983
NCV30,12.857645184135976,Low Fat,0.065612808,Household,62.351,OUT027,1985,Medium,Tier 3,Supermarket Type3,2150.534,107.5267,2258.0607
FDY49,17.2,Regular,0.012030747,Canned,166.6184,OUT049,1999,Medium,Tier 1,Supermarket Type1,1155.8288,57.79144,1213.62024
FDM10,12.857645184135976,Low Fat,0.075603699,Snack Foods,215.1218,OUT027,1985,Medium,Tier 3,Supermarket Type3,3205.827,160.29135000000002,3366.11835
FDT11,5.94,Regular,0.029372367,Breads,186.7556,OUT046,1997,Small,Tier 1,Supermarket Type1,3942.8676,197.14338,4140.01098
FDD39,16.7,Low Fat,0.070096518,Dairy,217.885,OUT013,1987,High,Tier 3,Supermarket Type1,3894.93,194.7465,4089.6765
NCL31,7.39,Low Fat,0.120258245,Others,141.547,OUT035,2004,Small,Tier 2,Supermarket Type1,2290.352,114.5176,2404.8696
FDZ47,20.7,Regular,0.079281476,Baking Goods,100.1042,OUT035,2004,Small,Tier 2,Supermarket Type1,892.8378,44.641890000000004,937.47969
NCU18,12.857645184135976,Low Fat,0.097768728,Household,142.4496,OUT019,1985,Small,Tier 1,Grocery Store,564.5984,28.22992,592.82832
FDJ58,12.857645184135976,Regular,0.104786172,Snack Foods,172.2764,OUT027,1985,Medium,Tier 3,Supermarket Type3,1545.9876,77.29938,1623.2869799999999
FDX12,18.2,Regular,0.043626605,Baking Goods,241.4196,OUT010,1998,Medium,Tier 3,Grocery Store,482.0392,24.101960000000002,506.14116
FDV60,20.2,Regular,0.117839328,Baking Goods,195.211,OUT018,2009,Medium,Tier 3,Supermarket Type2,2356.932,117.8466,2474.7785999999996
NCB19,12.857645184135976,Low Fat,0.089858447,Household,84.5882,OUT027,1985,Medium,Tier 3,Supermarket Type3,2061.3168,103.06584000000001,2164.3826400000003
FDH45,12.857645184135976,Regular,0.185008985,Fruits and Vegetables,42.3796,OUT019,1985,Small,Tier 1,Grocery Store,123.8388,6.191940000000001,130.03074
FDB03,17.75,Regular,0.156701315,Dairy,240.7538,OUT013,1987,High,Tier 3,Supermarket Type1,4566.7222,228.33611000000002,4795.05831
FDI27,8.71,Regular,0.06613202877895108,Dairy,43.5744,OUT017,2007,Medium,Tier 2,Supermarket Type1,498.0184,24.90092,522.91932
FDN22,18.85,Regular,0.139087683,Snack Foods,251.7724,OUT017,2007,Medium,Tier 2,Supermarket Type1,3020.0688,151.00344,3171.07224
FDQ37,20.75,Low Fat,0.089243789,Breakfast,192.0478,OUT035,2004,Small,Tier 2,Supermarket Type1,4649.9472,232.49736,4882.44456
FDM02,12.5,Regular,0.073721115,Canned,85.6198,OUT035,2004,Small,Tier 2,Supermarket Type1,610.5386,30.52693,641.06553
FDW38,5.325,Regular,0.138679995,Dairy,53.7298,OUT046,1997,Small,Tier 1,Supermarket Type1,862.8768,43.143840000000004,906.02064
FDP34,12.857645184135976,Low Fat,0.240268248,Snack Foods,156.463,OUT019,1985,Small,Tier 1,Grocery Store,312.926,15.6463,328.5723
FDY55,16.75,Low Fat,0.06613202877895108,Fruits and Vegetables,255.3988,OUT046,1997,Small,Tier 1,Supermarket Type1,4625.9784,231.29892,4857.27732
FDL34,16.0,Low Fat,0.040911824,Snack Foods,141.2496,OUT013,1987,High,Tier 3,Supermarket Type1,3387.5904,169.37952,3556.96992
FDA09,13.35,Regular,0.149974858,Snack Foods,179.766,OUT018,2009,Medium,Tier 3,Supermarket Type2,5932.278,296.6139,6228.8919000000005
FDM51,11.8,Regular,0.026072872,Meat,99.8674,OUT017,2007,Medium,Tier 2,Supermarket Type1,1018.674,50.9337,1069.6077
FDI34,10.65,Regular,0.085482761,Snack Foods,231.4668,OUT018,2009,Medium,Tier 3,Supermarket Type2,3225.1352,161.25676,3386.3919600000004
NCD31,12.1,Low Fat,0.015521768,Household,165.8526,OUT017,2007,Medium,Tier 2,Supermarket Type1,3124.5994,156.22997,3280.82937
FDW33,9.395,Low Fat,0.099101845,Snack Foods,105.828,OUT035,2004,Small,Tier 2,Supermarket Type1,1704.448,85.22240000000001,1789.6704000000002
NCP05,19.6,Low Fat,0.025281802,Health and Hygiene,152.0024,OUT035,2004,Small,Tier 2,Supermarket Type1,2884.2456,144.21228000000002,3028.4578800000004
FDL56,14.1,Low Fat,0.125675936,Fruits and Vegetables,86.9198,OUT013,1987,High,Tier 3,Supermarket Type1,1133.8574,56.692870000000006,1190.5502700000002
FDN01,12.857645184135976,Low Fat,0.07204818,Breakfast,177.937,OUT027,1985,Medium,Tier 3,Supermarket Type3,6881.043,344.05215,7225.095149999999
FDA25,16.5,Regular,0.068263916,Canned,104.799,OUT045,2002,Medium,Tier 2,Supermarket Type1,1238.388,61.919399999999996,1300.3074
FDF08,14.3,Regular,0.109144085,Fruits and Vegetables,88.2856,OUT010,1998,Medium,Tier 3,Grocery Store,175.7712,8.78856,184.55975999999998
FDH08,7.51,Low Fat,0.017425784,Fruits and Vegetables,227.901,OUT035,2004,Small,Tier 2,Supermarket Type1,459.402,22.970100000000002,482.3721
DRH03,17.25,Low Fat,0.035118834,Dairy,93.412,OUT049,1999,Medium,Tier 1,Supermarket Type1,932.12,46.606,978.726
FDQ31,5.785,Regular,0.054066567,Fruits and Vegetables,87.0856,OUT018,2009,Medium,Tier 3,Supermarket Type2,1406.1696,70.30848,1476.4780799999999
FDO10,13.65,Regular,0.012823829,Snack Foods,55.5588,OUT017,2007,Medium,Tier 2,Supermarket Type1,916.1408,45.80704,961.94784
FDT39,6.26,Regular,0.009883257,Meat,149.8366,OUT049,1999,Medium,Tier 1,Supermarket Type1,1964.7758,98.23879,2063.0145899999998
FDM22,12.857645184135976,Regular,0.041754584,Snack Foods,53.464,OUT027,1985,Medium,Tier 3,Supermarket Type3,1597.92,79.89600000000002,1677.816
FDR21,19.7,Low Fat,0.112036236,Snack Foods,174.937,OUT010,1998,Medium,Tier 3,Grocery Store,882.185,44.10925,926.2942499999999
FDQ01,19.7,Regular,0.161610636,Canned,255.2014,OUT017,2007,Medium,Tier 2,Supermarket Type1,3570.0196,178.50098000000003,3748.5205800000003
FDZ03,13.65,Regular,0.078909166,Dairy,186.724,OUT049,1999,Medium,Tier 1,Supermarket Type1,4474.176,223.70880000000002,4697.884800000001
NCK05,20.1,Low Fat,0.077769768,Health and Hygiene,63.0536,OUT018,2009,Medium,Tier 3,Supermarket Type2,980.0576,49.002880000000005,1029.06048
FDW55,12.6,Regular,0.021951613,Fruits and Vegetables,250.9092,OUT013,1987,High,Tier 3,Supermarket Type1,4731.1748,236.55874,4967.73354
FDF47,20.85,Low Fat,0.097770004,Starchy Foods,222.8746,OUT049,1999,Medium,Tier 1,Supermarket Type1,3589.9936,179.49968,3769.4932799999997
DRO59,12.857645184135976,Low Fat,0.094817105,Hard Drinks,77.9012,OUT019,1985,Small,Tier 1,Grocery Store,75.9012,3.7950600000000003,79.69626000000001
NCM55,15.6,Low Fat,0.066726133,Others,185.8924,OUT046,1997,Small,Tier 1,Supermarket Type1,3516.7556,175.83778,3692.59338
FDY31,5.98,Low Fat,0.043809261,Fruits and Vegetables,146.8418,OUT017,2007,Medium,Tier 2,Supermarket Type1,1765.7016,88.28508000000001,1853.9866800000002
FDJ57,12.857645184135976,Regular,0.06613202877895108,Seafood,184.3582,OUT019,1985,Small,Tier 1,Grocery Store,185.7582,9.28791,195.04611
FDV51,16.35,Low Fat,0.032671446,Meat,165.4842,OUT018,2009,Medium,Tier 3,Supermarket Type2,1492.0578,74.60289,1566.6606900000002
DRG36,14.15,Low Fat,0.095378221,Soft Drinks,170.5106,OUT046,1997,Small,Tier 1,Supermarket Type1,2395.5484,119.77742,2515.32582
DRF13,12.1,Low Fat,0.06613202877895108,Soft Drinks,145.1444,OUT013,1987,High,Tier 3,Supermarket Type1,3338.3212,166.91606000000002,3505.23726
NCJ54,9.895,Low Fat,0.060188932,Household,233.0642,OUT045,2002,Medium,Tier 2,Supermarket Type1,6041.4692,302.07346,6343.542659999999
NCP42,8.51,Low Fat,0.016135764,Household,195.6478,OUT049,1999,Medium,Tier 1,Supermarket Type1,4262.4516,213.12258000000003,4475.5741800000005
NCF30,17.0,Low Fat,0.126220187,Household,126.7362,OUT035,2004,Small,Tier 2,Supermarket Type1,1258.362,62.91810000000001,1321.2801000000002
FDY44,12.857645184135976,Regular,0.024286378,Fruits and Vegetables,194.711,OUT027,1985,Medium,Tier 3,Supermarket Type3,5892.33,294.61650000000003,6186.9465
FDX09,9.0,Low Fat,0.065350715,Snack Foods,175.437,OUT049,1999,Medium,Tier 1,Supermarket Type1,3175.866,158.79330000000002,3334.6593
NCU30,5.11,Low Fat,0.035071955,Household,163.221,OUT017,2007,Medium,Tier 2,Supermarket Type1,2773.057,138.65285,2911.7098499999997
FDU49,19.5,Regular,0.030742083,Canned,85.554,OUT049,1999,Medium,Tier 1,Supermarket Type1,1211.756,60.58780000000001,1272.3438
FDC48,9.195,Low Fat,0.015949001,Baking Goods,84.1592,OUT017,2007,Medium,Tier 2,Supermarket Type1,1238.388,61.919399999999996,1300.3074
FDJ21,16.7,Regular,0.038496166,Snack Foods,147.5102,OUT013,1987,High,Tier 3,Supermarket Type1,5540.7876,277.03938,5817.82698
NCX41,19.0,Low Fat,0.017746826,Health and Hygiene,210.8244,OUT049,1999,Medium,Tier 1,Supermarket Type1,2540.6928,127.03464,2667.7274399999997
FDT36,12.3,Low Fat,0.111274591,Baking Goods,35.0874,OUT046,1997,Small,Tier 1,Supermarket Type1,458.7362,22.93681,481.67301
FDK28,12.857645184135976,Low Fat,0.065272284,Frozen Foods,256.1646,OUT027,1985,Medium,Tier 3,Supermarket Type3,3349.6398,167.48199,3517.12179
DRI49,14.15,Low Fat,0.183472595,Soft Drinks,82.0276,OUT035,2004,Small,Tier 2,Supermarket Type1,1624.552,81.2276,1705.7795999999998
NCM54,12.857645184135976,Low Fat,0.08918772,Household,128.9678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356,12.71678,267.05237999999997
FDD48,10.395,Low Fat,0.030281543,Baking Goods,116.3176,OUT018,2009,Medium,Tier 3,Supermarket Type2,1259.6936,62.984680000000004,1322.67828
NCF30,17.0,Low Fat,0.211306673,Household,125.1362,OUT010,1998,Medium,Tier 3,Grocery Store,251.6724,12.583620000000002,264.25602000000003
FDX03,15.85,Regular,0.061190964,Meat,47.1744,OUT049,1999,Medium,Tier 1,Supermarket Type1,996.0368,49.80184,1045.83864
FDZ33,10.195,Low Fat,0.107307677,Snack Foods,149.8076,OUT013,1987,High,Tier 3,Supermarket Type1,2217.114,110.85570000000001,2327.9697
FDB39,12.857645184135976,Low Fat,0.067441726,Dairy,57.4272,OUT019,1985,Small,Tier 1,Grocery Store,111.8544,5.59272,117.44712
DRM11,6.57,Low Fat,0.066338717,Hard Drinks,261.4278,OUT018,2009,Medium,Tier 3,Supermarket Type2,4165.2448,208.26224000000002,4373.50704
DRE48,8.43,Low Fat,0.06613202877895108,Soft Drinks,195.3768,OUT017,2007,Medium,Tier 2,Supermarket Type1,1576.6144,78.83072,1655.4451199999999
NCL31,7.39,Low Fat,0.120524922,Others,142.247,OUT045,2002,Medium,Tier 2,Supermarket Type1,2433.499,121.67495,2555.17395
FDB11,16.0,Low Fat,0.061192211,Starchy Foods,224.1404,OUT017,2007,Medium,Tier 2,Supermarket Type1,4725.8484,236.29242,4962.14082
FDX14,13.1,Low Fat,0.075056542,Dairy,76.0354,OUT049,1999,Medium,Tier 1,Supermarket Type1,601.8832,30.094160000000002,631.97736
